unitid,pell_pct_of_cohort
196024,0.358974358974359
196033,0.40350877192982454
196042,0.2896678966789668
196051,0.6047904191616766
196060,0.40687789799072643
196079,0.22996515679442509
196088,0.34820647419072615
196097,0.3332156724320508
196103,0.20125786163522014
196112,0.30547550432276654
196121,0.4101665205959685
196130,0.6114441416893733
196149,0.30230642504118616
196158,0.3877995642701525
196167,0.2215523737754333
196176,0.31898971000935455
196185,0.27876106194690264
196194,0.41931127616475355
196200,0.5566037735849056
196219,0.3329048843187661
196237,0.5564516129032258
196246,0.4095634095634096
196264,0.735632183908046
196291,0.2127659574468085
196413,0.20034642032332564
196431,0.8636363636363636
196583,0.14285714285714285
196592,0.3356643356643357
196866,0.11971830985915492
197018,0.7280334728033473
197027,0.0913978494623656
197036,0
197045,0.4728682170542636
197133,0.22638680659670166
197142,0.7378640776699029
197151,0.22623828647925034
197197,0.26570048309178745
197221,0.038461538461538464
197285,0.8148148148148148
197601,0.6071428571428571
197647,0.4090909090909091
197674,0.7413793103448276
197692,0.06896551724137931
197708,0.15444015444015444
197735,0.34579439252336447
197744,0.3333333333333333
197869,0.26798029556650244
197911,0.5504587155963303
197984,0.33116883116883117
197993,0.8201438848920863
198066,0.4959349593495935
198136,0.37355718782791186
198215,0.4180064308681672
198303,0.7844202898550725
198385,0.13725490196078433
198419,0.1180515759312321
198464,0.3186112423240435
198507,0.7992424242424242
198516,0.07414698162729659
198543,0.7878787878787878
198561,0.423841059602649
198598,0.6150442477876106
198613,0.4212218649517685
198677,0.75
198695,0.1016320474777448
198756,0.8048048048048048
198808,0.47474747474747475
198835,0.4910313901345291
198862,0.8836104513064132
198899,0.5896103896103896
198950,0.3470319634703196
198969,0.46406570841889117
198978,0.7980295566502463
199032,0.4838709677419355
199069,0.48161764705882354
199102,0.6536943034404963
199111,0.3228882833787466
199120,0.2121286520991898
199139,0.32954876273653566
199148,0.5235849056603774
199157,0.7729336966394187
199184,0.26262626262626265
199193,0.1821640903686088
199209,0.5654952076677316
199218,0.22909450766947057
199272,0.6308411214953271
199281,0.615953947368421
199306,0.5477707006369427
199412,0.2357142857142857
199458,0.6153846153846154
199582,0.9519230769230769
199607,0.5706521739130435
199643,0.8872180451127819
199698,0.4097222222222222
199759,0
199847,0.0998439937597504
199865,0.4153846153846154
199962,0.3689759036144578
199999,0.7757225433526012
200004,0.3962962962962963
200013,1
200059,0.25153374233128833
200086,1
200156,0.26521739130434785
200217,0.21339950372208435
200226,0.3858267716535433
200253,0.15286624203821655
200280,0.16755888650963596
200332,0.21598101265822786
200484,0.4117647058823529
200527,0.5454545454545454
200572,0.3179190751445087
200785,1
200800,0.38763157894736844
200873,0.8333333333333334
201061,0.4482758620689655
201104,0.36626916524701875
201195,0.36945169712793735
201371,0.45622119815668205
201441,0.3370149253731343
201469,1
201548,0.344311377245509
201645,0.14604948124501196
201654,0.24449877750611246
201690,0.7218934911242604
201821,0.6470588235294118
201885,0.22265268915223335
201964,0.5153846153846153
202046,0.49700598802395207
202073,0.18181818181818182
202134,0.4531672983216026
202170,0.4897119341563786
202480,0.11718020541549953
202514,0.45348837209302323
202523,0.19809825673534073
202763,0.31152204836415365
202806,0.41228070175438597
202903,0.7
203085,0.47058823529411764
203128,0.46875
203368,0.18840579710144928
203447,0.6116504854368932
203456,0.7142857142857143
203465,0.45930232558139533
203474,0.5911602209944752
203483,0.3779527559055118
203492,0.6029411764705882
203517,0.3184787680821279
203526,0.4076923076923077
203535,0.09016393442622951
203544,0.2909090909090909
203580,0.4339622641509434
203757,0.38926174496644295
203775,0.4403292181069959
203845,0.3498233215547703
203960,0.25
204006,0.4591651542649728
204015,0.3576923076923077
204024,0.09609292502639916
204176,0.3181818181818182
204185,0.34823091247672255
204194,0.3835227272727273
204200,0.41975308641975306
204264,0.5014005602240896
204486,0.4260869565217391
204501,0.09043927648578812
204617,0.40816326530612246
204635,0.27292576419213976
204671,0.4024024024024024
204680,0.4961089494163424
204699,0.3962765957446808
204705,0.39416666666666667
204796,0.17170133941293816
204802,0.3983050847457627
204820,0.5778894472361809
204839,0.616
204848,0.39420289855072466
204857,0.2607215793056501
204866,0.47619047619047616
204909,0.32400932400932403
204936,0.2846975088967972
205027,0.3125
205124,0.875
205203,0.49714285714285716
205443,0.4746192893401015
205957,0.22877358490566038
206048,0.4372384937238494
206084,0.353054045410937
206154,#DIV/0!
206349,0.5350877192982456
206437,0.32801822323462415
206491,0.7894736842105263
206507,0.44404332129963897
206525,0.29878048780487804
206589,0.2137809187279152
206604,0.40487592511972137
206613,0.33490566037735847
206622,0.18165938864628822
206695,0.4802771855010661
206835,0.4444444444444444
206862,0.40492957746478875
206914,0.38402061855670105
206941,0.40261627906976744
207041,0.40215924426450744
207157,0.5
207209,0.6992481203007519
207254,0
207263,0.5459057071960298
207306,0.3208092485549133
207324,0.255125284738041
207351,0.41237113402061853
207388,0.2766497461928934
207403,0.43963963963963965
207458,0.21875
207500,0.18566606076343806
207582,0.4007029876977153
207661,0.36
207722,0.3431372549019608
207847,0.45701357466063347
207856,0.48214285714285715
207865,0.3538647342995169
207971,0.1867043847241867
208646,0.44336569579288027
208725,0.4583333333333333
208822,0.32310177705977383
209056,0.16055045871559634
209065,0.3037974683544304
209241,0.15384615384615385
209409,0.4578313253012048
209506,0.36728395061728397
209542,0.32654284002396644
209551,0.24653808110781406
209612,0.31106471816283926
209807,0.4049636803874092
209825,0.155154091392136
209922,0.13908872901678657
210146,0.45384615384615384
210304,0.4675324675324675
210331,0.28102189781021897
